Customer ID,Customer Name,Gender,Customer Age,Recency,Frequency,Monetary,AOV,Return_Rate_Pct,Recency_scaled,Frequency_log_scaled,Monetary_log_scaled,AOV_scaled,Return_Rate_Pct_scaled
40,William Hammond,Female,32,278.0,6,16453,2742.1666666666665,50.0,0.10704568542260491,0.5632864632409723,0.5686350944634437,0.020790925216369664,0.37858398166964424
41,Angel Williams,Female,70,235.0,7,25741,3677.285714285714,57.14285714285714,-0.08624126731063195,0.9058096857184332,1.3731867659832946,1.3160611773385933,0.6666479124609942
42,Jackie Fitzpatrick,Female,22,20.0,6,18931,3155.1666666666665,16.666666666666664,-1.0526760309768162,0.5632864632409723,0.8208196542098372,0.5928535042949715,-0.9657143620233231
43,Ian Rodriguez,Male,60,121.0,5,17364,3472.8,40.0,-0.5986764443243296,0.16787242191517784,0.6655074669032436,1.0328199543385552,-0.024705521438245906
44,Jeffrey Moreno,Female,28,69.0,4,11927,2981.75,50.0,-0.8324188057691743,-0.2998031256302177,-0.009635819475507852,0.352647243790014,0.37858398166964424
45,Travis Brady,Female,70,21.0,7,23309,3329.8571428571427,14.285714285714285,-1.0481809855644153,0.9058096857184332,1.1947845146724723,0.8348241685806685,-1.0617356722871063
46,Gregory Wilson,Female,37,146.0,8,22536,2817.0,12.5,-0.48630030901430826,1.2079365798761548,1.1341601820280036,0.12444552489606811,-1.1337516549849438
47,Kristi Harris,Female,18,241.0,8,18507,2313.375,50.0,-0.05927099483622681,1.2079365798761548,0.7801017116239931,-0.5731453138169121,0.37858398166964424
48,Jessica Miller,Female,36,25.0,3,11983,3994.3333333333335,33.33333333333333,-1.030200803914812,-0.8721917360457984,-0.0012158569063845095,1.755216331438136,-0.2935651901768395
49,Jamie Rivas,Male,63,796.0,2,6868,3434.0,50.0,2.435479209046249,-1.6101289998490542,-1.001709814314882,0.9790765449723329,0.37858398166964424
50,Ashley Carpenter,Female,38,199.0,4,11595,2898.75,75.0,-0.2480629021570628,-0.2998031256302177,-0.060380788548382844,0.23768067220763156,1.3868077394393696
51,Colleen Pace,Male,18,320.0,11,29769,2706.2727272727275,36.36363636363637,0.2958375927434409,1.94587384367941,1.6345254938100486,-0.028927185057208527,-0.17135624984111492
52,Miranda Smith,Male,58,83.0,8,18753,2344.125,25.0,-0.7694881699955622,1.2079365798761548,0.8038379829232519,-0.5305522767547645,-0.6296397761000811
53,Yolanda Campbell,Female,23,171.0,4,8902,2225.5,25.0,-0.3739241737042868,-0.2998031256302177,-0.5354514969820366,-0.6948644400554888,-0.6296397761000811
54,Jennifer Matthews,Female,28,121.0,5,15001,3000.2,40.0,-0.5986764443243296,0.16787242191517784,0.40255824386538613,0.37820306602730236,-0.024705521438245906
55,Karen Ramirez,Male,35,272.0,5,15117,3023.4,60.0,0.08007541294819977,0.16787242191517784,0.4164048204087673,0.4103383004937036,0.7818734847775344
56,Sophia Butler,Female,51,540.0,4,11599,2899.75,50.0,1.2847475834716295,-0.2998031256302177,-0.05976079932960722,0.23906581162428675,0.37858398166964424
57,Andrew Gutierrez,Female,31,324.0,5,17134,3426.8,40.0,0.3138177743930443,0.16787242191517784,0.6415383288403828,0.9691035411724156,-0.024705521438245906
58,Tara Nixon,Male,59,157.0,4,6959,1739.75,0.0,-0.43685480947789884,-0.2998031256302177,-0.9780509373255348,-1.3676959116957572,-1.6378635338698064
59,Julie Price,Female,39,57.0,7,26988,3855.4285714285716,0.0,-0.8863593507179846,0.9058096857184332,1.4582258681555456,1.562813870562743,-1.6378635338698064
60,James Bryant,Male,24,293.0,8,19803,2475.375,25.0,0.17447136660861776,1.2079365798761548,0.9017688115198795,-0.34875272831876813,-0.6296397761000811
61,Cynthia Young,Male,33,88.0,4,6388,1597.0,25.0,-0.7470129429335579,-0.2998031256302177,-1.1319336028277815,-1.5654245634232884,-0.6296397761000811
62,Matthew Powers,Female,19,487.0,3,11855,3951.6666666666665,100.0,1.046510176614384,-0.8721917360457984,-0.020519760222814307,1.6961170496608464,2.395031497209095
63,Nicole Anderson,Male,23,364.0,6,23109,3851.5,50.0,0.49361959088907864,0.5632864632409723,1.1792940377616583,1.5573722514258832,0.37858398166964424
64,Jon Webb,Male,38,707.0,3,6620,2206.6666666666665,33.33333333333333,2.0354201673425725,-0.8721917360457984,-1.0678135352820997,-0.7209512324024955,-0.2935651901768395
65,Ann Bailey,Male,32,67.0,6,12404,2067.3333333333335,50.0,-0.841408896593976,0.5632864632409723,0.0608522480072307,-0.9139473244564543,0.37858398166964424
66,Karen Figueroa,Female,53,48.0,6,18045,3007.5,50.0,-0.9268147594295922,0.5632864632409723,0.7346586653804743,0.38831458376888567,0.37858398166964424
67,Kent Lane,Female,62,296.0,2,5269,2634.5,50.0,0.18795650284582033,-1.6101289998490542,-1.4780681141633596,-0.12834241864350776,0.37858398166964424
68,John Sanders,Male,48,810.5,3,10642,3547.3333333333335,33.33333333333333,2.5006573675260615,-0.8721917360457984,-0.2145440672727193,1.136059012193257,-0.2935651901768395
69,Anthony Sanders,Male,22,226.0,3,8622,2874.0,0.0,-0.12669667602223966,-0.8721917360457984,-0.5928961247853073,0.2033984716454151,-1.6378635338698064
70,Justin Walker,Male,38,6.0,9,24074,2674.8888888888887,22.22222222222222,-1.1156066667504283,1.478198296134015,1.2528336196295748,-0.07239817664860039,-0.7416646380744951
71,Pamela Harmon,Female,43,430.0,2,2540,1270.0,50.0,0.7902925881075352,-1.6101289998490542,-2.515878954572985,-2.018365152669542,0.37858398166964424
72,Kendra Ramirez,Male,25,166.0,7,17152,2450.285714285714,57.14285714285714,-0.3963994007662911,0.9058096857184332,0.6434257448441691,-0.3835048868973498,0.6666479124609942
73,Pamela Wolf,Male,68,571.0,2,5460,2730.0,50.0,1.424093991256056,-1.6101289998490542,-1.4140686582030253,0.003938395647064814,0.37858398166964424
74,Chad Parsons,Male,59,132.0,5,9391,1878.2,0.0,-0.5492309447879202,0.16787242191517784,-0.4393307489427491,-1.1759233594598433,-1.6378635338698064
75,Jacob Shaw,Male,65,209.0,3,7176,2392.0,33.33333333333333,-0.20311244803305423,-0.8721917360457984,-0.9228592298452731,-0.4642387271823963,-0.2935651901768395
76,Samantha Baird,Male,40,103.0,2,8123,4061.5,50.0,-0.6795872617475451,-1.6101289998490542,-0.7000552951029719,1.8482515289234773,0.37858398166964424
77,Autumn Williams,Male,58,779.0,2,4495,2247.5,50.0,2.3590634370354344,-1.6101289998490542,-1.7636122702331398,-0.6643913728890741,0.37858398166964424
78,William Rodriguez,Female,51,599.0,4,10920,2730.0,50.0,1.54995526280328,-0.2998031256302177,-0.16819118157614604,0.003938395647064814,0.37858398166964424
79,Ashley Banks,Female,43,791.0,3,7066,2355.3333333333335,33.33333333333333,2.413003981984245,-0.8721917360457984,-0.9506247999852259,-0.5150271724597538,-0.2935651901768395
80,Douglas Adams,Female,34,350.0,10,22648,2264.8,40.0,0.4306889551154666,1.7226797568589909,1.1430717116693112,-0.6404284609809388,-0.024705521438245906
81,Bailey White,Male,42,347.0,5,12760,2552.0,40.0,0.4172038188782641,0.16787242191517784,0.11171525351805445,-0.24261642051756263,-0.024705521438245906
82,Christine Thompson,Female,21,99.0,4,6949,1737.25,50.0,-0.6975674433971485,-0.2998031256302177,-0.9806356375868087,-1.3711587602373951,0.37858398166964424
83,Beth Duran,Female,24,159.0,8,16211,2026.375,75.0,-0.4278647186530971,1.2079365798761548,0.5419993649798339,-0.9706803263969576,1.3868077394393696
84,Patrick Smith,Male,49,70.0,3,2557,852.3333333333334,0.0,-0.8279237603567734,-0.8721917360457984,-2.515878954572985,-2.596891715692535,-1.6378635338698064
85,Sandra Reese,Female,27,254.0,7,16901,2414.4285714285716,42.857142857142854,-0.0008354044750156663,0.9058096857184332,0.6169262287711659,-0.43317202883741496,0.09052005087829401
86,Brittney Gardner,Male,21,273.0,6,12123,2020.5,16.666666666666664,0.08457045836060062,0.5632864632409723,0.01966310860189848,-0.9788180204698069,-0.9657143620233231
87,Amber Maldonado,Female,46,244.0,2,5436,2718.0,50.0,-0.04578585859902424,-1.6101289998490542,-1.4219864190904985,-0.012683277352797711,0.37858398166964424
88,Jessica Murphy,Male,33,419.0,5,11135,2227.0,20.0,0.7408470885711258,0.16787242191517784,-0.13314481382932922,-0.692786730930506,-0.8312845276540262
89,Stephen Cervantes,Male,24,2.0,7,18361,2623.0,0.0,-1.1335868484000318,0.9058096857184332,0.7658646872002356,-0.1442715219350427,-1.6378635338698064
90,Jessica Rodriguez,Female,27,1.0,6,14780,2463.3333333333335,16.666666666666664,-1.1380818938124326,0.5632864632409723,0.375879274691024,-0.3654321154609911,-0.9657143620233231
91,Joseph May,Male,54,92.0,6,14816,2469.3333333333335,33.33333333333333,-0.7290327612839546,0.5632864632409723,0.38025225569690096,-0.3571212789610598,-0.2935651901768395
92,Michele Johnson,Female,58,264.0,3,11784,3928.0,33.33333333333333,0.044115049648992904,-0.8721917360457984,-0.031317455159482116,1.6633354168000067,-0.2935651901768395
93,Michael Lopez,Male,51,298.0,3,10025,3341.6666666666665,33.33333333333333,0.19694659367062206,-0.8721917360457984,-0.32190146895104615,0.8511820055011683,-0.2935651901768395
94,Dr. Amanda Lindsey,Male,38,88.0,6,15378,2563.0,33.33333333333333,-0.7470129429335579,0.5632864632409723,0.44717508514979465,-0.22737988693435532,-0.2935651901768395
95,Ashley Smith,Male,63,109.0,4,9736,2434.0,25.0,-0.6526169892731399,-0.2998031256302177,-0.3744805720353724,-0.4060628716828774,-0.6296397761000811
96,Sonya Petersen,Female,25,2.0,7,22981,3283.0,28.57142857142857,-1.1335868484000318,0.9058096857184332,1.1693096192970507,0.7699204930573961,-0.4856078107044062
97,Todd Skinner,Female,33,234.0,3,6636,2212.0,33.33333333333333,-0.09073631272303281,-0.8721917360457984,-1.063474637482169,-0.7135638221803341,-0.2935651901768395
98,John Sexton,Female,55,222.0,6,20950,3491.6666666666665,0.0,-0.1446768576718431,0.5632864632409723,1.0029813846241313,1.0589529179994497,-1.6378635338698064
99,Rachel Evans,Male,34,660.0,4,11211,2802.75,25.0,1.8241530329597324,-0.2998031256302177,-0.12091798462218863,0.10470728820873136,-0.6296397761000811
100,Maurice Miller,Female,20,23.0,8,19950,2493.75,62.5,-1.0391908947396138,1.2079365798761548,0.9150630908056164,-0.3233007915377286,0.8826958605545069
101,Kimberly Hoffman,Male,58,122.0,8,27360,3420.0,37.5,-0.5941813989119288,1.2079365798761548,1.4828344969561422,0.9596845931391599,-0.12552789721521845
102,Christina Nelson,Female,18,810.5,1,1259,1259.0,100.0,2.5006573675260615,-2.65019315781003,-2.515878954572985,-2.0336016862527497,2.395031497209095
103,Jordan Shields,Male,59,89.0,7,24077,3439.5714285714284,71.42857142857143,-0.7425178975211572,0.9058096857184332,1.2530576129912776,0.9867937502936974,1.2427757740436947
104,Tasha Davis DVM,Male,31,542.0,4,13848,3462.0,100.0,1.2937376742964313,-0.2998031256302177,0.2587985811940482,1.0178604486386789,2.395031497209095
105,Kimberly Chapman,Male,30,215.0,4,7530,1882.5,50.0,-0.17614217555864908,-0.2998031256302177,-0.836308493864916,-1.1699672599682258,0.37858398166964424
106,Kimberly Scott,Male,24,56.0,3,8311,2770.3333333333335,0.0,-0.8908543961303854,-0.8721917360457984,-0.6589291598057925,0.0598056854521585,-1.6378635338698064
107,Justin Romero,Male,44,301.0,4,8393,2098.25,100.0,0.21043172990782463,-0.2998031256302177,-0.6412817039175317,-0.8711234308248643,2.395031497209095
108,Kristin Harrison,Male,53,262.0,11,31386,2853.2727272727275,9.090909090909092,0.03512495882419119,1.94587384367941,1.729608372442389,0.1746883091911074,-1.2712367128626336
109,Wendy West,Female,60,108.0,5,18510,3702.0,20.0,-0.6571120346855408,0.16787242191517784,0.7803930742311866,1.3502939086359291,-0.8312845276540262
110,Nicholas Johnson,Male,42,459.0,3,3558,1186.0,33.33333333333333,0.92064890506716,-0.8721917360457984,-2.1837404045689275,-2.13471686366858,-0.2935651901768395
111,Janice Rivera,Female,57,322.0,5,9692,1938.4,60.0,0.30482768356824264,0.16787242191517784,-0.38262232385999384,-1.0925379665771995,0.7818734847775344
112,Matthew Wilson,Female,67,560.0,2,4378,2189.0,0.0,1.3746484917196466,-1.6101289998490542,-1.8110124406496675,-0.7454220287634039,-1.6378635338698064
113,Linda Thompson,Female,39,332.0,4,7328,1832.0,50.0,0.3497781376922512,-0.2998031256302177,-0.8851845949494537,-1.239916800509314,0.37858398166964424
114,Thomas Olsen,Male,27,695.0,5,11568,2313.6,60.0,1.9814796223937623,0.16787242191517784,-0.06457131800867764,-0.5728336574481648,0.7818734847775344
115,Julie Sanchez,Male,21,199.0,7,13470,1924.2857142857142,42.857142857142854,-0.2480629021570628,0.9058096857184332,0.20905053119573128,-1.1120882200579905,0.09052005087829401
116,Brooke Kelly,Female,55,36.0,4,11725,2931.25,0.0,-0.9807553043784025,-0.2998031256302177,-0.04033979255376409,0.2826977032489259,-1.6378635338698064
117,Mary Little,Male,49,29.0,6,22130,3688.3333333333335,50.0,-1.0122206222652086,0.5632864632409723,1.101480431827335,1.3313636699416416,0.37858398166964424
118,Jason Luna,Male,65,213.0,6,17754,2959.0,16.666666666666664,-0.18513226638345082,0.5632864632409723,0.7054343303533274,0.32113532206110795,-0.9657143620233231
119,Michael Martin,Male,49,435.0,6,18014,3002.3333333333335,33.33333333333333,0.8127678151695394,0.5632864632409723,0.7315679338915861,0.3811580301161673,-0.2935651901768395
120,Richard Baker,Female,29,259.0,5,10470,2094.0,20.0,0.02163982258698862,0.16787242191517784,-0.24383308309671953,-0.877010273345649,-0.8312845276540262
121,Justin Beard,Male,28,499.0,5,13615,2723.0,60.0,1.1004507215631945,0.16787242191517784,0.22829688587195943,-0.0057575802695216585,0.7818734847775344
122,William Wilson,Male,18,142.0,5,18104,3620.8,60.0,-0.5042804906639117,0.16787242191517784,0.7405263846008054,1.2378205880035265,0.7818734847775344
123,Brian Russell,Male,64,27.0,3,12829,4276.333333333333,33.33333333333333,-1.0212107130900103,-0.8721917360457984,0.12140918907352174,2.1458256469349046,-0.2935651901768395
124,Katie Ballard,Female,44,708.0,2,2308,1154.0,100.0,2.0399152127549733,-1.6101289998490542,-2.515878954572985,-2.179041325001547,2.395031497209095
125,Matthew Harrell,Female,46,37.0,6,17497,2916.1666666666665,0.0,-0.9762602589660017,0.5632864632409723,0.6792234276590488,0.2618051837143763,-1.6378635338698064
126,Taylor Williams,Female,40,614.0,3,12680,4226.666666666667,100.0,1.617380943989293,-0.8721917360457984,0.10041007532942678,2.07703038924103,2.395031497209095
127,Crystal Gonzalez,Male,62,810.5,1,3872,3872.0,0.0,2.5006573675260615,-2.65019315781003,-2.0317487299313584,1.585767609467315,-1.6378635338698064
128,Rachel Sloan,Male,67,382.0,2,3931,1965.5,100.0,0.5745304083122941,-1.6101289998490542,-2.0045702840947865,-1.0550006883858434,2.395031497209095
129,Miss Elizabeth Pugh DDS,Female,60,193.0,6,14527,2421.1666666666665,33.33333333333333,-0.275033174631468,0.5632864632409723,0.3448431456030441,-0.42383882752995283,-0.2935651901768395
130,Ashley Wilson,Female,37,165.0,4,15849,3962.25,25.0,-0.40089444617869197,-0.2998031256302177,0.5014042610101361,1.7107764418204476,-0.6296397761000811
131,Carla White,Male,63,543.0,4,6668,1667.0,25.0,1.2982327197088321,-0.2998031256302177,-1.054828133648182,-1.4684648042574238,-0.6296397761000811
132,Susan Werner,Male,22,245.0,3,10091,3363.6666666666665,33.33333333333333,-0.04129081318662338,-0.8721917360457984,-0.3101064693186815,0.8816550726675829,-0.2935651901768395
133,Janice Stout,Male,61,7.0,8,25725,3215.625,25.0,-1.1111116213380274,1.2079365798761548,1.372069079635315,0.6765967248602514,-0.6296397761000811
134,Nicholas Clark,Male,69,186.0,4,12344,3086.0,25.0,-0.30649849251827394,-0.2998031256302177,0.0521363098563461,0.4970480279763197,-0.6296397761000811
135,Joseph Smith,Female,35,253.0,6,13476,2246.0,50.0,-0.005330449887416523,0.5632864632409723,0.20985103234686225,-0.666469082014057,0.37858398166964424
136,Ashlee Kelly,Female,25,370.0,8,22890,2861.25,25.0,0.5205898633634838,1.2079365798761548,1.1621774431460286,0.18573794408306116,-0.6296397761000811
137,Brenda Jones,Male,66,495.0,8,24134,3016.75,25.0,1.082470539913591,1.2079365798761548,1.2573081924986889,0.40112712337294637,-0.6296397761000811
138,Nicholas Shaw,Male,19,232.0,2,2907,1453.5,100.0,-0.09972640354783452,-1.6101289998490542,-2.515878954572985,-1.764192069713311,2.395031497209095
139,Angela Cook,Female,21,67.0,7,15036,2148.0,42.857142857142854,-0.841408896593976,0.9058096857184332,0.4067473369605551,-0.8022127448462676,0.09052005087829401
140,Richard Perez,Male,55,137.0,3,8230,2743.3333333333335,33.33333333333333,-0.526755717725916,-0.8721917360457984,-0.6765331639313045,0.022406921202467827,-0.2935651901768395
141,Daniel Mccoy,Male,41,329.0,9,26395,2932.777777777778,33.33333333333333,0.33629300145504865,1.478198296134015,1.4182874783626016,0.28481388846881583,-0.2935651901768395
142,Mr. Jerome Davis DDS,Female,43,466.0,2,4184,2092.0,100.0,0.9521142229539661,-1.6101289998490542,-1.892470979699641,-0.8797805521789593,2.395031497209095
143,Mark Wright,Female,50,179.0,8,22505,2813.125,62.5,-0.33796381040507995,1.2079365798761548,1.131685771834127,0.11907810965652917,0.8826958605545069
144,Holly Ponce,Female,40,53.0,6,17553,2925.5,33.33333333333333,-0.904339532367588,0.5632864632409723,0.6849674065522848,0.2747331516031584,-0.2935651901768395
145,Keith Lara,Male,48,143.0,10,26432,2643.2,60.0,-0.4997854452515108,1.7226797568589909,1.4208055416835148,-0.1162917057186077,0.7818734847775344
146,Daniel Branch,Female,23,794.0,2,9457,4603.833333333334,50.0,2.4264891182214474,-1.6101289998490542,-0.4267423181211744,2.5994588058894874,0.37858398166964424
147,Selena Perez,Male,49,147.0,7,14477,2068.1428571428573,14.285714285714285,-0.4818052636019074,0.9058096857184332,0.3386455985349857,-0.912826021119162,-1.0617356722871063
148,Zachary Williams,Female,24,74.0,2,6506,3253.0,0.0,-0.8099435787071699,-1.6101289998490542,-1.0990350839847796,0.7283663105577398,-1.6378635338698064
149,Dustin Blair,Male,40,202.0,6,17913,2985.5,50.0,-0.23457776591986024,0.5632864632409723,0.7214611115930539,0.35784151660247104,0.37858398166964424
150,Stephanie Morris,Male,68,22.0,1,1743,1743.0,0.0,-1.0436859401520144,-2.65019315781003,-2.515878954572985,-1.3631942085916278,-1.6378635338698064
151,Jacob Walker,Female,49,67.0,8,10760,1345.0,25.0,-0.841408896593976,1.2079365798761548,-0.19472292372327024,-1.9144796964204014,-0.6296397761000811
152,Vanessa Vasquez,Male,47,270.0,4,14097,3524.25,50.0,0.07108532212339805,-0.2998031256302177,0.29083270770235037,1.1040853773254655,0.37858398166964424
153,Antonio Foster,Female,53,400.0,7,18398,2628.285714285714,57.14285714285714,0.6554412257355094,0.9058096857184332,0.7694833806620699,-0.1369500707327224,0.6666479124609942
154,Amy Smith,Male,56,9.0,11,31167,2833.3636363636365,54.54545454545454,-1.1021215305132257,1.94587384367941,1.7170214051804362,0.14711144262315354,0.5618973921732304
155,Jennifer Brown,Male,70,29.0,6,17420,2903.3333333333335,66.66666666666666,-1.0122206222652086,0.5632864632409723,0.6712953686681936,0.24402922786730147,1.0507331535161275
156,Heather Thompson,Male,60,114.0,5,16715,3343.0,20.0,-0.6301417622111357,0.16787242191517784,0.5970340320825169,0.8530288580567087,-0.8312845276540262
157,Henry Campos,Male,31,44.0,8,23819,2977.375,12.5,-0.9447949410791957,1.2079365798761548,1.233691441716701,0.34658725884214747,-1.1337516549849438
158,Hannah Briggs,Female,70,339.0,4,7295,1823.75,25.0,0.3812434555790572,-0.2998031256302177,-0.893297119873271,-1.2513442006967195,-0.6296397761000811
159,Joshua Huff,Male,35,83.0,3,4391,1463.6666666666667,0.0,-0.7694881699955622,-0.8721917360457984,-1.805683611439999,-1.7501098189773163,-1.6378635338698064
160,Tracey Brown,Male,41,810.5,2,8840,4420.0,50.0,2.5006573675260615,-1.6101289998490542,-0.5480140865168732,2.3448240097943702,0.37858398166964424
161,Nicholas Howell,Female,69,68.0,5,18246,3649.2,20.0,-0.8369138511815751,0.16787242191517784,0.7545706647998057,1.277158547436534,-0.8312845276540262
162,Denise Sims,Male,55,810.5,4,13299,3324.75,0.0,2.5006573675260615,-0.2998031256302177,0.18608509679051036,0.8277500637027512,-1.6378635338698064
163,Olivia Brown,Female,21,644.0,4,9704,2426.0,25.0,1.7522323063613185,-0.2998031256302177,-0.38039818658645425,-0.4171439870161191,-0.6296397761000811
164,Tracey Hall,Male,69,810.5,4,7890,1972.5,25.0,2.5006573675260615,-0.2998031256302177,-0.7523667579651917,-1.045304712469257,-0.6296397761000811
165,Kelly Harris,Male,26,170.0,6,14544,2424.0,50.0,-0.3784192191166877,0.5632864632409723,0.3469454537072907,-0.41991426584942954,0.37858398166964424
166,Philip Stewart,Male,28,358.0,9,29342,3260.222222222222,33.33333333333333,0.4666493184146735,1.478198296134015,1.6085544341308258,0.7383700952335829,-0.2935651901768395
